86312,57328,6.5,The Mouse on the Moon (1963),1h 22min | Comedy/ Romance/ Sci-Fi | 17 June 1963 (USA),"A tiny country persuades the Americans and Soviets that they're starting a space program, when they really just want some money for new plumbing."
86314,44687,6.9,The Happy Time (1952),1h 34min | Comedy | 3 December 1952 (Denmark),"Spring inspires lessons in love and life for a French family in 1920s Ottawa, especially for teenage Robert, who's blind to the attentions of an American neighbor girl, because he's infatuated with the beautiful new maid, fleeing life as a magician's assistant. Robert's mother bemoans some of the Bonnard family male role models available to Robert: his party animal grandfather, roguish traveling salesman uncle Desmond, and an uncle who carries a water cooler filled with wine everywhere while his wife does all the work. As Desmond's temporarily off the road, he also targets the maid."
86316,27686,6.4,Gold Diggers of 1937 (1936),1h 41min | Comedy/ Musical/ Romance | 28 December 1936 (USA),"When two investors inform an opportunistic dancer that they can't fund an elderly stage producer's production, she suggests they get an insurance policy on the producer's life."
86318,51667,6.7,The Goddess (1958),1h 44min | Drama | 24 June 1958 (USA),A woman adored by the people around her ultimately struggles to be happy with herself.
86320,1527186,7.2,Melancholia (2011),15 | 2h 15min | Drama/ Sci-Fi | 17 May 2012 (South Korea),Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.
86330,840322,7.2,Forever Strong (2008),15 | 1h 52min | Drama/ Sport | 26 September 2008 (USA),A rugby player is put up in a juvenile detention center. There he plays for the Highland Rugby team and ultimately plays against his father in the National Championships.
86332,800369,7,Thor (2011),12 | 1h 55min | Action/ Adventure/ Fantasy | 28 April 2011 (South Korea),"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders."
86334,36038,6.5,In Old Oklahoma (1943),12 | 1h 42min | Action/ Adventure/ Romance | 6 December 1943 (USA),"In 1906, on Oklahoma's Indian lands, a cowboy fights for oil lease rights against a greedy oilman while a pretty schoolteacher steals both men's hearts."
86337,41530,6.7,Jolson Sings Again (1949),1h 36min | Biography/ Music | 17 August 1949 (USA),"In this sequel to The Jolson Story, we pick up the singer's career just as he has returned to the stage after a premature retirement. But his wife has left him and the appeal of the spotlight isn't what it used to be. This time Jolson trades in the stage for life in the fast lane: women, horses, travel. It takes the death of Moma Yoelson and World War II to bring Jolson back to earth - and to the stage. Once again teamed with manager Steve Martin, Jolson travels the world entertaining troops everywhere from Alaska to Africa. When he finally collapses from exhaustion it takes young, pretty nurse Ellen Clark to show him there's more to life than 'just rushing around'."
86343,1200273,5.8,Spooner (2009),R | 1h 23min | Comedy/ Drama | 18 January 2009 (USA),"Facing eviction from his parent's home on his 30th birthday, a socially awkward guy meets the girl of his dreams and creates his own rules for growing up."
86345,1421373,8.5,Louis C.K.: Hilarious (2010),18 | 1h 22min | Comedy | TV Special 26 January 2010,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to."
86347,1190722,8.6,Louis C.K.: Chewed Up (2008),1h 1min | Comedy | TV Special October 2008,"Louis C.K.'s second one-hour special filmed at the Berklee Performance Center in Boston, MA."
86355,480239,5.6,Atlas Shrugged: Part I (2011),PG-13 | 1h 37min | Drama/ Mystery/ Sci-Fi | 15 April 2011 (USA),Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.
86368,31173,6.7,Confessions of a Nazi Spy (1939),1h 44min | Drama/ War | 6 May 1939 (USA),FBI agent Ed Renard investigates the pre-War espionage activities of the German-American Bund.
86372,52950,6.9,The Journey (1959),2h 6min | Drama/ Romance/ War | 11 February 1959 (Japan),"A British woman trying to escape Hungary with her freedom fighter lover and a group of Westerners, as the Soviet Union moves to crush the Hungarian Revolution of 1956, finds herself the obsession of an enigmatic Communist officer."
86377,927619,8.6,Louis C.K.: Shameless (2007),56min | Comedy | TV Special 13 January 2007,"Comedy and television star Louis C.K. returns to HBO for an hour of no-holds-barred, adults-only stand-up comedy! Taped before a live audience at the Henry Fonda Theater in Los Angeles, the performance finds Louis taking aim at fat and skinny people, spending money, bumper stickers, Californians, strangers and friends, sex and marriage, lying to your spouse, losing your privacy, and the new favorite pastime for fathers."
86380,47377,7.1,Pushover (1954),1h 28min | Crime/ Drama/ Film-Noir | 6 August 1954 (USA),Undercover cop falls for the beautiful moll of a bank robber on the run and together they plan to double-cross the hood and the cops.
86382,79843,7,Saint Jack (1979),1h 52min | Drama | 5 December 1979 (France),"Jack Flowers, an American hustler in early 1970s Singapore, dreams of building a fortune by running a brothel and returning to the States to lead a life of luxury."
86399,109273,6.5,Biodagar (1994),1h 22min | Drama | 30 June 1994 (Iceland),The story of a boyhood spent in Iceland in the 1960's. Tomas loves the movies and is highly influenced by them.
86401,101526,7.3,Born natturunnar (1991),15 | 1h 22min | Drama/ Romance | 1 August 1991 (Iceland),"Old Thorgeir must leave his home far off in the Icelandic 'countryside' and move into a home for senior citizens in Reykjavik. There he meets an old friend from his childhood, Stella. Thorgeir soon becomes unhappy living there and together with Stella he steals a jeep. Together they leave the city for Stella's old home in northwestern Iceland. A drama who asks us: how important is it to have a long life if you have to leave everything that has a meaning for you?"
86408,1529235,6.5,Benvenuti al sud (2010),All | 1h 42min | Comedy | 1 October 2010 (Italy),"Overwhelmed by his wife, a postal worker from Northern Italy feigns disability to request a transfer to Milan. When he's unmasked, he is sent to a tiny village near Naples for two years. He moves there alone, scared and full of the typical prejudice about the south. But he meets lovely people who quickly make him feel at home. Now the challenge is to explain this to his wife, so he chooses to make her believe that his life is hell. A remake of the French film 'Bienvenue chez les Ch'tis.'"
86410,1334102,5.3,The Resident (2011),18 | 1h 31min | Drama/ Horror/ Mystery | 2 June 2011 (South Korea),"When a young doctor suspects she may not be alone in her new Brooklyn loft, she learns that her landlord has formed a frightening obsession with her."
86412,1606180,7,That's What I Am (2011),PG | 1h 41min | Comedy/ Drama/ Romance | 29 April 2011 (USA),"In 1965, 13 y.o. paperboy Andy is paired up with a geek on a project in the popular junior high teacher's class. Andy learns and grows from it."
86416,1261843,6.5,Kobe Doin' Work (2009),1h 24min | Documentary/ Sport | TV Movie 25 April 2009,A documentary following Kobe Bryant during one day during a game against the San Antonio Spurs.
86418,21750,7.1,City Streets (1931),1h 23min | Crime/ Drama/ Film-Noir | 18 April 1931 (USA),Man joins a gang to free his girlfriend from prison.
86420,450470,5.8,Odete (2005),1h 41min | Drama | 29 December 2005 (Portugal),"Pedro and Rui kiss after a first-anniversary dinner; Pedro drives home, dying en route in a crash. Another pair of lovers, Odete and Alberto, split over her desire to have a child. Pedro lived in Odete's building. She attends the wake, stealing a ring, a last gift from Rui, from Pedro's finger. She behaves hysterically at the graveside, and later, wearing Pedro's ring, she insists she's carrying Pedro's child. Rui grieves as well, drinking too much and seeing Pedro's apparition. Odete's obsession intrudes on Rui, whose grief makes him vulnerable to her hysteria. Can this end well?"
86430,1498887,6.3,Zanan-e bedun-e mardan (2009),1h 29min | Drama | 12 March 2010 (Italy),"Against the tumultuous backdrop of Iran's 1953 CIA-backed coup d'etat, the destinies of four women converge in a beautiful orchard garden, where they find independence, solace and companionship."
86432,1229381,6.6,Hors la loi (2010),2h 18min | Crime/ Drama/ War | 22 September 2010 (France),A drama about the Algerian struggle for independence from France after WWII.
86434,1366981,7,Uzak Ihtimal (2009),1h 30min | Drama | 9 October 2009 (Turkey),"Muezzin Musa falls for his neighbor, the Catholic nurse Clara. The story gets even more exceptional when Musa meets Yakup, who turns out to be connected with Clara."
86436,52713,6.9,The Crimson Kimono (1959),12 | 1h 22min | Crime/ Drama/ Mystery | 5 May 1960 (Mexico),"Two detectives seek a stripper's killer in the Japanese quarter of Los Angeles, but a love triangle threatens their friendship."
86438,985636,5.3,Laaga Chunari Mein Daag: Journey of a Woman (2007),2h 2min | Drama/ Family/ Romance | 12 October 2007 (Australia),A small town girl lands in big bad Mumbai to earn an honest living but faces a confrontation she would've never dreamt of in her wildest dreams.
86440,117273,8,Outsider (1997),1h 40min | Drama | 13 February 1997 (Slovenia),"A teenager, son of an army officer moves with his family to Ljubljana in the fall of 1979. In the new surroundings, he'll fall in love, make friends and discover the world of punk rock. The latter will put him into the troubles with his strict father."
86442,92794,6.9,Crazy Love (1987),1h 30min | Drama | 1987 (Belgium),"Three 'Bukowskian' torrid nights in the life of a man in search of love. Harry, 12, is young and naive. Love, for him, is romantic love between princes and princesses demurely kissing each other on the mouth. His father is a hero who kidnapped his mother and married her on a lonely mountain peak - Later on, he'll do the same. But Harry has a lot to learn. He also learns that there are handsome men and ugly ones, that love can be unfair. That one can find comfort in drinking - but above all he learns that man is capable of anything - absolutely anything. - to get his fair share of love."
86449,402743,5.1,Abominable (2006),R | 1h 34min | Horror/ Sci-Fi/ Thriller | 10 April 2006 (USA),"A man, crippled in a climbing accident, returns to his cabin in the woods as part of his rehabilitation, but he wasn't prepared for the immanent onslaught."
86451,252335,7.1,Combat d'amour en songe (2000),2h | Drama/ Fantasy | 22 November 2000 (France),"Coming to you as if from a dream half-remembered, two oneiric fantasies by the great Chilean fabulist Raul Ruiz. First, a great guide - with pages torn out - for beginners, this picture has stories-within-stories covering nearly the whole range of Ruiz's diverse passions, from pulp to intellectual."
86453,59159,7,Etsuraku (1965),1h 44min | Crime/ Drama | 29 August 1965 (Japan),"After Atsushi commits murder, he is blackmailed into keeping a suitcase full of embezzled money. What follows is a descent into lustful, reckless actions and regret."
86455,62042,6.7,Nihon shunka-ko (1967),1h 43min | Drama | 23 February 1967 (Japan),"Four high school students preparing for their university entrance exam fantasize about a classmate, and meet up with thier inebriated teacher, while singing bawdy drinking songs."
86463,98331,3.5,"Silent Night, Deadly Night 3: Better Watch Out! (1989)",1h 30min | Horror | Video 9 November 1989,"The comatose Ricky Caldwell reawakens and begins to stalk a blind woman, with whom he shares a psychic connection."
86471,4465,6.3,The Perils of Pauline (1914),3h 19min | Action/ Adventure/ Drama | 23 March 1914 (USA),"Young Pauline is left a lot of money when her wealthy uncle dies. However, her uncle's secretary has been named as her guardian until she marries, at which time she will officially take possession of her inheritance. Meanwhile, her 'guardian' and his confederates constantly come up with schemes to get rid of Pauline so that he can get his hands on the money himself."
86474,372782,6.3,Baramnan gajok (2003),18 | 1h 45min | Drama/ Romance | 15 August 2003 (South Korea),"Bored, horny, and frustrated, a woman begins an affair with a teenage boy."
86476,64994,7.4,Skrivanci na niti (1969),15 | 1h 34min | Comedy/ Drama/ Romance | February 1990 (Czechoslovakia),"Set in the late 1940s, the film concerns the treatment of suspect 'bourgeois elements', a professor, a saxophonist, and a milkman, who are put to work in a junkyard for rehabilitation."
86478,1343755,5.6,Zweiohrkuken (2009),2h 4min | Comedy/ Romance | 3 December 2009 (Germany),"Ludo Decker and Anna Gotzlowski have been living together for two years. Everyday routine has set in, with Ludo neglecting his household responsibilities much to Anna's dislike, while he is in turn annoyed by her constant complaining. When Ludo runs into his former lover Marie in the disco, and Anna's old boyfriend Ralf comes to stay in their flat for a few days, the young couple faces serious jealousy and doubt in their relationship. Anna secretly reads Ludo's phone messages, while he in turn stumbles upon 'The List', an account of Anna's former lovers-including Ralf, who scores better than Ludo does. After a number of provocations, Ludo beats Ralf in a restaurant, and angrily leaves Anna. Even though the two still strongly care for each other, they end up sleeping with their respective ex-lovers. Ralf confesses that he never stopped loving Anna, but she rejects him and tells Ludo what happened. Even though Ludo has cheated on her as well, he angrily argues that she herself told him that, unlike men, women do not actually sleep with someone without feelings being involved. Anna begs him to come home, but he only says that he has no home any more, and leaves. Meanwhile, Ludo's best friend Moritz desperately tries to get more successful with women, and ends up in a number of absurd situations. In the end, he meets a young and beautiful sex-addict named Lana. After a few weeks, Anna receives a letter from Ludo, who has traveled back to the place where they spent their first and only vacation together. He writes that he misses her terribly, and that he wants nothing more than to come back, have children, and spend the rest of his life with her. Anna follows him and finds him on a lonely beach, where she tells him that she wants a 'little Ludo' before they can talk about a 'little Anna'. In the end, they return home together."
86487,1492030,7.7,Mildred Pierce ,18 | 5h 36min | Drama | TV Mini-Series (2011),"Divorced single mom Mildred Pierce decides to open a restaurant business, which tears at the already-strained relationship with her ambitious elder daughter, Veda."
86489,187457,6.3,Rien sur Robert (1999),1h 47min | Comedy/ Drama | 24 February 1999 (France),Didier never knew that a wrong film review of a film which he did not bother to watch would land him in numerous troubles.
86491,1157720,8.1,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),2h 10min | Documentary | 22 October 2008 (USA),"For the first time ever, survivors of the famous 1972 Andes plane crash tell in their own words their harrowing story of survival."
86493,80910,6.8,A Idade da Terra (1980),2h 20min | Drama/ Fantasy/ History | 17 November 1980 (Brazil),Four Third-World Christs try to stop the American industrialist John Brahms in Glauber Rocha's experimental film inspired by Pier Paolo Pasolini's murder.
86495,1020972,7.4,Mang shan (2007),15 | 1h 42min | Crime/ Drama | 19 May 2011 (South Korea),A young woman is kidnapped and sold to a villager in the mountains.
86497,461892,5.7,15 (2005),1h 35min | Action/ Drama | 21 October 2005 (Romania),-
86500,1225296,6.2,Serbis (2008),R | 1h 27min | Drama/ Romance | 25 June 2008 (Philippines),"A drama that follows the travails of the Pineda family in the Filipino city of Angeles. Bigamy, unwanted pregnancy, possible incest and bothersome skin irritations are all part of their daily challenges, but the real 'star' of the show is an enormous, dilapidated movie theater that doubles as family business and living space. At one time a prestige establishment, the theater now runs porn double bills and serves as a meeting ground for hustlers of every conceivable persuasion. The film captures the sordid, fetid atmosphere, interweaving various family subplots with the comings and goings of customers, thieves and even a runaway goat while enveloping the viewer in a maelstrom of sound, noise and continuous motion."
86502,1149583,7.6,Flow: For Love of Water (2008),1h 24min | Documentary | 15 December 2011 (Croatia),"Water is the very essence of life, sustaining every being on the planet. 'Flow' confronts the disturbing reality that our crucial resource is dwindling and greed just may be the cause."
86508,62009,6.8,Muri shinju: Nihon no natsu (1967),1h 38min | Crime/ Drama | 2 September 1967 (Japan),"Over the course of a night, a sex-obsessed young woman, a suicidal man, and a gun-crazy wannabe gangster are taken prisoner of a gang awaiting a shootout between a rival gang at dawn."
86510,23261,6.9,Nasanunaka (1932),1h 19min | Drama | 16 December 1932 (Japan),An actress returns to Tokyo after a successful stint in Hollywood to reclaim - with the help of her gangster brother - the daughter she abandoned years before.
86518,3419,6.5,Der Student von Prag (1913),1h 25min | Drama/ Fantasy/ Horror | 22 August 1913 (Germany),"Balduin, a student of Prague, leaves his roystering companions in the beer garden, when he finds he has reached the end of his resources. He is scarcely seated in a quiet corner when a hideous, shriveled-up old man taps him upon the shoulder and whispers vaguely of a big inheritance for Prague's finest swordsman and wildest student if he will enter into a certain agreement. Balduin rebuffs him, satirically asking his weird companion to procure him 'the luckiest ticket in a lottery or a doweried wife.' The old man goes off chuckling and thence onward persistently shadows Balduin, exerting a sinister influence over him, while Balduin is still disconsolate under the frowns of fortune. The Countess Margit Schwarzenberg, hunting with her cousin, to whom her father has betrothed her, meets with an accident. She is thrown over her horse's head into a river, but Balduin, who has been directed to the spot by his evil genius, plunges in and rescues her. Subsequently Balduin calls to inquire as to her condition at the castle of her father, the count, but be makes a hurried departure when Baron Waldis arrives, the contrast in their appearance discrediting him. His desire to win the countess and to humiliate the baron becomes so pronounced that he readily accedes to the compact suggested by Scapinelli, the old man, who has so pertinaciously dogged his footsteps, particularly when he learns that untold wealth and power will be his when he assigns to the other the right to take from his room whatever he chooses for his own use as he desires. The agreement is signed. Balduin receives a shower of gold and notes as his portion; Scapinelli takes Balduin's soul exposed in concrete form by his shadow. Balduin prosecutes his love affair assiduously and with apparent success, till the baron is informed of it by a jealous gypsy girl. He challenges Balduin to a duel, and the latter, assured of his superiority as a fencer, readily agrees. Count Schwarzenberg learns of the impending duel and appeals to Balduin not to kill 'my sister's child, my daughter's future husband, and my heir.' Balduin gives his promise, but when he goes to the venue of the duel he meets, his own counterpart stalking away derisively wiping his gory sword on his cloak. Balduin turns and in the far distance sees the dying victim of the deed he swore he would not do. He rushes from the spot horror-stricken. When he regains sufficient composure he makes his way to the castle of the count, but is refused admission. Determined to explain that he had no complicity in the death of the baron, Balduin climbs into a room in which the countess is seated. She receives him coldly, but soon succumbs to his ardent wooing. Just as he seeks to leave her she notices he has no shadow and that the mirror gives no reflection of him; and she drops back affrighted, the ghastly apparition of himself which takes shape in the corner of the room sends Balduin scuttling away from the castle in a paroxysm of terror. He makes a frenzied flight through a woodland estate and the streets of Prague, but wherever he stops to recover his breath he is haunted by the counterpart of himself. He reaches his rooms and draws a murderous looking fire-arm from its case. As the phantasmagorical figure strides towards him with a sinister grin, he fires, and in a few minutes the blood gushes from his own side from a fatal wound."
86521,1587854,6.8,Seitti - kilvoittelijan paivakirja (2009),1h 57min | Documentary | 12 November 2010 (Finland),"A Diary of an Urban Priest tells the story of a young Buddhist priest, and his fervent search for the meaning of life amid oppressive dreams, back alleys of the city and the darkness of the human mind."
86536,64429,7.6,High School (1968),1h 15min | Documentary | May 1969 (USA),Documentary filmmaker Frederick Wiseman takes us inside Northeast High School as a fly on the wall to observe the teachers and how they interact with the students.
86539,1034419,7.1,White Lightnin' (2009),1h 32min | Biography/ Drama | 25 September 2009 (UK),"Deep in the heart of the Appalachian Mountains in West Virginia, where every man owns a gun and a moonshine still, abides living legend Jesco White, 'the dancing outlaw'. As a boy Jesco was in and out of reform school and the insane asylum. To keep him out of trouble, his daddy D-Ray taught him the art of mountain dancing, a frenzied version of tap dancing to wild country banjo music. After his father's death, crazy Jesco dons his father's tap shoes and takes his show on the road."
86541,1502396,7.3,Alamar (2009),All | 1h 13min | Documentary/ Drama | 19 May 2011 (South Korea),"Before their inevitable farewell, Jorge, a young man of Mayan roots, and Natan, his half-Italian son, spend time together living off the Banco Chinchorro coral reef."
86548,1067583,6.9,Water for Elephants (2011),15 | 2h 2min | Drama/ Romance | 4 May 2011 (South Korea),"Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife."
86550,1213921,6.6,Love & Savagery (2009),1h 35min | Drama/ Romance | August 2009 (Canada),"In 1969, a visiting geologist from Newfoundland arouses scandal in a small Irish village when he romances a local girl who's destined for the convent."
86553,38262,6,Yolanda and the Thief (1945),1h 48min | Fantasy/ Musical/ Romance | 23 April 1946 (Sweden),"Johnny Riggs, a con man on the lam, finds himself in a Latin-American country named Patria. There, he overhears a convent-bred rich girl praying to her guardian angel for help in managing her tangled business affairs. Riggs decides to materialize as the girl's 'angel', gains her unquestioning confidence, and helps himself to the deluded girl's millions. Just as he and his partner are about to flee Patria with their booty, Riggs realizes he has fallen in love with the girl and returns the money, together with a note that is part confession and part love letter. But the larcenous duo's escape from Patria turns out to be more difficult than they could ever have imagined."
86559,68458,6,Death Line (1972),1h 27min | Horror | 13 October 1972 (UK),"When a government official disappears in the London tunnels, after several reports of missing people in the same location, Scotland Yard start to take the matter seriously, along with a couple who stumble into a victim by accident."
86572,1060255,6.5,The Horseman (2008),R | 1h 36min | Crime/ Thriller | 3 August 2008 (Australia),"When Christian finds out his runaway teenage daughter, Jesse has been sexually attacked, the suburban father loses it. Setting out to find Jesse's attacker, Christian goes on a violent rampage."
86574,1853563,8.3,Foo Fighters: Back and Forth (2011),15 | 1h 41min | Documentary/ Music | 5 April 2011 (USA),"Rising from the ashes of Nirvana, the Foo Fighters became a Grammy-winning sensation on their own. Sixteen years of the band's history comes to life in this documentary, from their demo tapes through the creation of their 2011 album, 'Wasting Light.'"
86583,768239,6.9,Storm (2009),1h 43min | Drama | 10 September 2009 (Germany),"Hannah Maynard, a prosecutor of Hague's Tribunal for war crimes in former Yugoslavia, charges a Serbian commander for killing Bosnians. However, her main witness might be lying, so the court sends a team to Bosnia to investigate."
86590,387151,6.5,Dag och natt (2004),1h 35min | Drama | 6 August 2004 (Sweden),"Thomas has decided to die, and spends his last day driving around to say good-bye to everybody, his son, wife, mistress and all others. Nobody understands that this good-bye is definite, and still he says things they will never forget."
86593,1223236,7.6,African Cats (2011),All | 1h 29min | Documentary/ Adventure | 22 April 2011 (USA),"Meet Mara, an endearing lion cub striving to be like her mother; Sita, a cheetah and single mother of five; and Fang, a proud leader of the pride who must defend his family from a rival lion."
86604,843358,6.9,My Dog Tulip (2009),1h 23min | Animation/ Drama | 6 May 2011 (UK),The story of a man who rescues a German shepherd and how the two become fast friends.
86620,28566,6.4,Ali Baba Goes to Town (1937),1h 21min | Comedy/ Fantasy/ Musical | 29 October 1937 (USA),"A movie company is doing the Arabian Nights when a hobo enters their camp, falls asleep and dreams he's back in Baghdad as advisor to the Sultan. In a spoof of Rosevelt's New Deal, he organizes work programs, taxes the rich and abolishes the army."
86622,50156,6.7,The Bachelor Party (1957),1h 32min | Drama | 10 April 1957 (USA),"Five office friends meet up for a night on the town to celebrate the forthcoming marriage of one of them. As the night wears on and the drink starts to tell, they become more confidential in expressing their concerns and hopes."
86624,1428556,5.6,San qiang pai an jing qi (2009),R | 1h 35min | Comedy/ Drama | 11 December 2009 (China),The owner of a Chinese noodle shop's scheme to murder his adulterous wife and her lover goes awry.
86626,1438535,5.7,Film socialisme (2010),15 | 1h 42min | Drama | 19 May 2010 (France),The passengers on a Mediterranean cruise enjoy their luxuries as a small family struggles with overbearing media attention.
86628,1416801,7.1,Kill the Irishman (2011),R | 1h 46min | Biography/ Crime/ Drama | 11 May 2012 (Mexico),"The true story of Danny Greene, a tough Irish thug working for mobsters in Cleveland during the 1970's."
86635,762145,4.8,Vice (2008),R | 1h 39min | Crime/ Drama/ Mystery | 7 May 2008 (USA),"40 kilos of heroin goes missing after a botched undercover transaction and the cops in the involved crime unit are getting killed off one at a time. As trust slowly fades away between them, Max has to deal with his own demons."
86642,1497874,6.2,Cold Weather (2010),1h 36min | Comedy/ Drama/ Mystery | 15 April 2011 (UK),"A guy who moves back to Portland, Oregon becomes involved in the mystery of his ex-girlfriend's disappearance."
86644,1596343,7.3,Fast Five (2011),15 | 2h 10min | Action/ Adventure/ Crime | 20 April 2011 (South Korea),Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
86646,1284587,6.7,Shirin (2008),1h 32min | Drama | 18 January 2012 (Iran),"A hundred and fourteen famous Iranian theater and cinema actresses and a French star: mute spectators at a theatrical representation of Khosrow and Shirin, a Persian poem from the twelfth century, put on stage by Kiarostami. The development of the text -- long a favorite in Persia and the Middle East -- remains invisible to the viewer of the film, the whole story is told by the faces of the women watching the show."
86648,29658,7.2,They Won't Forget (1937),1h 35min | Drama/ Film-Noir/ Mystery | 9 October 1937 (USA),"A politically ambitious district attorney, unscrupulous tabloid journalists, and regional prejudice combine to charge a teacher with the murder of his student."
86651,25238,6.3,Here Comes the Navy (1934),1h 27min | Comedy/ Drama/ Romance | 21 July 1934 (USA),A cocky guy joins the Navy for the wrong reason but finds romance and twice is cited for heroism.
86653,36363,6.4,The Sky's the Limit (1943),1h 29min | Comedy/ Musical/ Romance | 13 July 1943 (USA),"Flying Tiger Fred Atwell sneaks away from his famous squadron's personal appearance tour and goes incognito for several days of leave. He quickly falls for photographer Joan Manion, pursuing her in the guise of a carefree drifter."
86655,23985,6.4,The Emperor Jones (1933),1h 12min | Drama/ Music | 29 September 1933 (USA),Unscrupulously ambitious Brutus Jones escapes from jail after killing a guard and through bluff and bravado finds himself the emperor of a Caribbean island.
86657,80406,7.3,Babylon (1980),1h 35min | Drama | November 1980 (UK),The movie centres around Brindsley Forde's character Blue. He fronts a reggae sound system based in West London. The film captures the trials and tribulations of young black youths in troubled London in the early eighties.
86664,13059,6.3,Der var engang (1922),1h 15min | Drama/ Family/ Fantasy | 3 October 1922 (Denmark),"A beautiful but imperious princess refuses all offers of marriage, often condemning her suitors to death. The prince of Denmark comes seeking her hand and, aided by magic objects given to him by a mysterious spirit, seeks to win her love."
86668,1347439,UNKNOWN,-,-,-
86671,40000,6.4,The Woman on the Beach (1947),12 | 1h 11min | Drama/ Film-Noir/ Romance | July 1947 (USA),A Coast Guardsman suffering from Post-Traumatic Stress becomes involved with a beautiful and enigmatic seductress married to a blind painter.
86673,84931,3.9,"Yes, Giorgio (1982)",1h 50min | Comedy/ Musical | 24 September 1982 (USA),"A famous opera singer, Giorgio Fini, loses his voice during an American tour. He goes to a female throat specialist, Pamela Taylor, whom he falls in love with."
86675,25272,6.6,The House of Rothschild (1934),1h 28min | Biography/ Drama/ History | 7 April 1934 (USA),The wealthy Rothschild family undergoes prejudice from the anti-Semitic society they live within.
86687,53752,6.6,The Day They Robbed the Bank of England (1960),1h 25min | Crime/ Drama/ Thriller | 4 September 1960 (USA),"In 1901, a group of IRA members decides to rob the Bank of England in order to finance their movement and to embarrass the British government."
86689,35250,6.3,Reunion in France (1942),1h 44min | Drama/ Romance/ War | 25 December 1942 (USA),"In German-occupied Paris, a Frenchwoman tries to help smuggle a downed RAF pilot into Portugal despite strict surveillance by suspicious Gestapo officers."
86709,1561435,7.7,De ollas y suenos (2009),1h 15min | Documentary/ Family | August 2009 (Peru),"This documentary journeys to the kitchens of Peru's coast, highlands and jungle, as well as Peruvian expat communities in Paris, London, Amsterdam and New York for answers. From the most humble family kitchens to the poshest restaurants, from stories of pioneering Peruvian chefs abroad to those who preserve ancient recipes at home, we find that Peru's cuisine is deliciously integrating for its people, who have historically been marked by ethnic and economic differences. Renowned chefs such as Gaston Acurio, Ferran Adria, Juan Mari Arzak and Bernardo Roca Rey share their views on Peru's cuisine alongside those unsung chefs, who also dream of Peru's cuisine as a motor of development."
86715,67690,6.6,Les levres rouges (1971),1h 27min | Horror | 25 November 1971 (France),"A newlywed couple are passing through a vacation resort. Their paths cross with a mysterious, strikingly beautiful countess and her aide."
86717,1371574,7.2,Kosmos (2009),2h 2min | Drama/ Fantasy | 16 April 2010 (Turkey),"A strange man with otherworldly talents becomes both a friend and a pariah in a small Turkish town in this drama from writer and director Reha Erdem. Yahya is nearly in a panic when his young son falls into the river on a wintry day and looks lifeless when he's pulled from the water. But a stranger appears out of nowhere and takes the boy in his arms, and suddenly the child is breathing and perfectly healthy again. Yahya and his teenage daughter Neptun are grateful to the stranger, who they discover is named Kosmos, and they bring him into town, where they offer to find him a place to stay. But Kosmos, who often prefers to communicate in inarticulate noises, doesn't care for his new accommodations, and he develops a bad reputation for his habit of stealing things, his strange diet (consisting entirely of sweets), and his desire to bed as many women as possible, including Neptun. Kosmos is on the verge of being driven from the village when it's discovered that he can heal himself at will, and others as well; folks eager to have their loved ones made well again struggle to put up with Kosmos's strange ways in exchange for having a man of his talents in the community."
86719,113840,7.8,"Moeder Dao, de schildpadgelijkende (1995)",1h 30min | Documentary | 6 April 1995 (Netherlands),"In a span of ninety minutes the film aims to show how the Netherlands administered its colony as a colonial enterprise and what the relations were like at the time. The usual commentary has been omitted and in its place poems and songs in Bahasa Indonesia have been included in a digital sound composition. In Mother Dao the Turtlelike, the viewer sees how the colonial machinery in the 1920s was implanted in a world so different from Western Europe."
86721,1013607,7.1,Idiots and Angels (2008),18 | 1h 18min | Animation/ Comedy/ Drama | 14 January 2009 (France),"Much to his surprise, an utter misanthrope is transformed into a reluctant do-gooder, when a glorious pair of angelic snow-white wings sprouts up from his back. Now, everyone in town wants a piece of his feathered appendages."
